RENTA_FIJA,CETES_28,VISTA,CEDEVIS,CARSO,FRESNILLO,MXN/USD
,,0.020257827,,-0.009615385,0.01455468,-0.001755723
,,-0.058925477,,0.009708738,0.025877635,-0.003220715
,,0.076492537,,-0.088495575,-0.01952381,-0.00057812
,,,,0.008928571,-0.000975848,-0.000382001
,,,,-0.008849558,-0.04090037,0.000195936
,,,,-0.034188034,0.003522119,-0.004194958
,,,,0.03539823,,-0.006806742
,,,,-0.00877193,,-0.004398891
,,,,-0.017241379,,0.008576488
,,,,0.045045045,,-0.002140746
,,,,0.009090909,,0.000986395
,,,,0.009174312,,-0.002675041
,,,,-0.026785714,,-0.010762379
,,,,0.018181818,,0.005853903
,,,,-0.051724138,,0.004689582
,,,,0.008695652,,-0.001296672
,,,,-0.025423729,,0.001817671
,,,,,,0.008357853
,,,,,,0.000444973
,,,,,,-0.000454545
,,,,,,0.002793707
,,,,,,0.00506399
,,,,,,-0.000571097
,,,,,,-0.002401686
,,,,,,-0.000260238
,,,,,,-0.000613392
,,,,,,-0.003267255
,,,,,,0.001057595
,,,,,,-0.001715643
,,,,,,0.002995436
,,,,,,-0.00373641
,,,,,,-0.005575793
,,,,,,0.005950985
